userid	ab_group	purchaser	nrPurchases	nrPaidSwaps	nrGames
22676661004	0	0	0	0	0
22351204551	0	0	0	0	1
25529178186	0	0	0	0	0
9012327445	0	0	0	0	0
25398209459	0	0	0	5	33
25609607681	0	0	0	0	0
15619427777	0	0	0	0	0
23223218968	0	0	0	0	0
24467148753	0	0	0	0	0
23771557709	0	0	0	0	0
25421057739	0	0	0	0	1
25427400870	0	0	0	0	0
25509591139	0	0	0	0	0
24750323827	0	1	1	12	71
24812930322	0	0	0	0	0
11075087144	0	0	0	0	0
23960000717	0	0	0	0	0
24106881442	0	0	0	0	4
23754420091	0	0	0	0	33
21947634979	0	0	0	0	0
25432849946	0	0	0	6	22
25386427438	0	0	0	1	3
21866913308	0	0	0	0	0
22794423213	0	0	0	0	0
25624807421	0	0	0	0	0
25149693901	0	0	0	0	0
11226635511	0	0	0	0	0
8047038447	0	0	0	0	0
23621350685	0	0	0	0	0
24564562854	0	0	0	0	0
25600079071	0	0	0	0	0
25245271053	0	0	0	0	0
24385077404	0	0	0	0	0
25162099919	0	0	0	0	0
23884073782	0	0	0	0	8
25367078620	0	0	0	1	9
23599482263	0	0	0	0	6
25419900345	0	0	0	0	0
22932808986	0	0	0	0	0
25239354422	0	0	0	0	0
25594257022	0	0	0	0	0
21723594127	0	0	0	0	0
24434818067	0	0	0	1	9
25437818031	0	0	0	0	0
21838510181	0	0	0	0	0
11429839701	0	0	0	0	0
22283557615	0	0	0	0	0
24626961481	0	0	0	11	83
24074626763	0	0	0	0	0
25483669547	0	1	6	64	218
22918558189	0	0	0	0	0
22648307489	0	0	0	0	6
24351678016	0	0	0	0	0
25595978497	0	0	0	10	80
24936267308	0	0	0	41	144
25470867827	0	0	0	0	0
22026997311	0	0	0	0	0
25488401858	0	0	0	0	0
25554507353	0	0	0	1	25
21070221117	0	0	0	0	0
24614983662	0	0	0	4	28
24715310591	0	0	0	0	0
25551370566	0	0	0	0	0
25617557605	0	0	0	0	0
23393387042	0	0	0	0	0
25607747255	0	0	0	0	0
24849859315	0	0	0	6	81
24615864515	0	0	0	12	141
13320237044	0	0	0	0	0
25592220103	0	0	0	0	0
25407159611	0	0	0	5	28
24761633742	0	0	0	0	0
25632678560	0	0	0	3	43
25432798893	0	0	0	0	0
25607947674	0	0	0	0	16
25547327005	0	0	0	0	0
24037260394	0	0	0	0	0
25465637784	0	0	0	0	4
22717920527	0	0	0	0	0
25468828111	0	0	0	0	0
25386769999	0	0	0	0	0
25606619327	0	0	0	0	0
25528298557	0	0	0	0	0
24540030610	0	0	0	0	0
11079107804	0	0	0	4	71
25494460049	0	0	0	0	1
21959398673	0	0	0	0	0
25134419606	0	0	0	0	0
25623577184	0	0	0	1	24
13944977307	0	0	0	8	238
22396531806	0	0	0	0	0
23264267551	0	0	0	12	28
25446220292	0	0	0	9	139
24402427939	0	0	0	0	0
24450500480	0	0	0	0	0
22950161777	0	0	0	0	81
25607187246	0	0	0	8	52
24382728096	0	0	0	0	0
25043111985	0	0	0	0	0
22034085031	0	0	0	2	7
25467622583	0	1	1	48	116
24324194286	0	0	0	0	0
22085195925	0	0	0	0	0
25475288748	0	0	0	0	0
25440709592	0	0	0	0	0
24418040043	0	0	0	0	0
25427098000	0	0	0	0	0
25305898693	0	0	0	0	1
20617727151	0	0	0	0	0
23917379422	0	0	0	0	0
21724786877	0	0	0	0	0
25651207219	0	0	0	0	0
25349807214	0	0	0	8	33
21947410256	0	0	0	3	55
1478768438	0	0	0	0	0
24778491980	0	0	0	0	0
15884128399	0	0	0	0	0
25464708944	0	0	0	0	40
22268118088	0	0	0	0	7
25510047469	0	0	0	0	0
25627708178	0	0	0	0	0
23683955285	0	0	0	0	0
24353915305	0	0	0	0	31
24855710268	0	0	0	0	0
23402870113	0	0	0	0	0
24360212363	0	0	0	4	33
22963171173	0	0	0	0	0
25580489963	0	0	0	4	108
22097779119	0	0	0	0	0
10436348083	0	0	0	0	0
21865788019	0	0	0	0	0
25260500514	0	0	0	0	0
24826328933	0	0	0	0	0
25505987372	0	0	0	0	0
25128788832	0	0	0	0	0
25484888151	0	0	0	0	0
25218377447	0	0	0	1	35
23741601890	0	0	0	0	0
25509067180	0	0	0	0	0
24349960567	0	0	0	0	0
25358377013	0	0	0	0	0
25489672139	0	0	0	0	0
22270828490	0	0	0	3	10
23831981682	0	0	0	0	0
22679280873	0	0	0	0	0
25596407001	0	0	0	0	0
22887693216	0	0	0	3	31
25569108608	0	0	0	0	11
21522850601	0	0	0	0	0
25492410955	0	0	0	0	0
25576497352	0	0	0	11	202
22447351623	0	0	0	0	0
10700937479	0	0	0	0	2
23047802832	0	0	0	0	0
25475968284	0	0	0	0	0
25498003606	0	0	0	0	0
13168247695	0	0	0	0	0
24357900982	0	0	0	0	0
25600397992	0	0	0	0	0
24741467544	0	0	0	0	0
23270793065	0	0	0	0	0
25495670538	0	0	0	0	0
10592308193	0	0	0	0	0
25224310283	0	0	0	0	0
25002620426	0	0	0	0	0
25489579368	0	0	0	0	0
23680657832	0	0	0	14	366
25628147208	0	0	0	13	76
25371563168	0	0	0	2	5
23593968113	0	0	0	0	0
21889237815	0	0	0	0	0
22824899108	0	0	0	0	0
24377788659	0	0	0	0	0
14044308485	0	0	0	0	0
25538277109	0	0	0	0	2
25600577274	0	0	0	0	0
22902923348	0	0	0	0	0
23417105983	0	0	0	0	0
22175130440	0	0	0	0	0
23812678455	0	0	0	0	0
23062679115	0	0	0	4	34
24369103773	0	0	0	0	0
25489750192	0	0	0	0	3
23532285208	0	0	0	0	0
25397838226	0	0	0	0	0
23653709105	0	0	0	0	0
25629457153	0	0	0	0	0
24632518833	0	0	0	0	0
25233538371	0	0	0	4	36
25157680695	0	0	0	0	3
22957230698	0	0	0	0	0
22622118154	0	0	0	0	0
21980560633	0	0	0	0	0
23134767530	0	0	0	0	15
24235553662	0	0	0	3	14
25430930047	0	0	0	0	0
23423777388	0	0	0	6	61
25089464341	0	0	0	0	0
25546788211	0	0	0	3	3
22177759978	0	0	0	0	0
24373596199	0	0	0	0	0
25366031197	0	0	0	0	1
25630107775	0	0	0	0	6
23645206154	0	0	0	0	0
25322407755	0	0	0	2	83
25557627636	0	0	0	35	175
25547679860	0	0	0	0	0
24561367143	0	0	0	0	0
25324573653	0	0	0	0	0
24265858844	0	0	0	0	0
25643067248	0	0	0	0	0
25613497747	0	0	0	24	127
23920392323	0	0	0	0	0
21755727436	0	0	0	0	0
25346047063	0	1	1	7	17
21668237197	0	0	0	1	4
24589387932	0	0	0	0	0
25084728689	0	0	0	0	0
25561557182	0	0	0	0	0
24965447076	0	0	0	0	0
25037533264	0	0	0	0	103
23224233421	0	0	0	4	30
24940097709	0	0	0	0	0
25477567025	0	0	0	0	0
23422257752	0	0	0	1	51
25381221390	0	0	0	0	75
24906641075	0	0	0	0	6
22198742169	0	0	0	1	62
21776566013	0	0	0	1	44
24919783371	0	0	0	0	0
25365097761	0	0	0	8	98
214922985	0	0	0	0	0
22963393026	0	0	0	0	0
25452490259	0	0	0	12	32
23635732219	0	0	0	0	0
23333240509	0	0	0	0	0
24087353437	0	0	0	0	0
23102499047	0	0	0	0	0
24112288709	0	0	0	0	125
22155317057	0	0	0	0	0
23951080329	0	0	0	0	0
25586697213	0	0	0	0	0
23679737012	0	0	0	0	0
11410664262	0	0	0	0	0
24745991974	0	0	0	0	0
21499735804	0	0	0	1	4
24248097721	0	0	0	0	2
23437305921	0	0	0	6	63
24843682099	0	0	0	0	0
25614298028	0	0	0	0	1
25113148987	0	0	0	0	0
22971312283	0	0	0	4	20
24745773524	0	0	0	0	55
23969212643	0	0	0	0	0
25515248809	0	0	0	0	0
14305207190	0	0	0	0	0
25422337098	0	0	0	0	0
23267209869	0	0	0	0	0
24371879174	0	0	0	0	0
25501827155	0	0	0	0	0
25545907810	0	0	0	0	0
25479487062	0	0	0	0	0
22714367136	0	0	0	0	0
23904640358	0	0	0	0	0
25216702816	0	0	0	0	0
25214618008	0	0	0	0	3
11952108715	0	0	0	0	0
22649825342	0	0	0	0	0
23011183585	0	0	0	0	0
22693810761	0	0	0	0	0
24696157641	0	0	0	8	157
24419497922	0	0	0	0	0
11806803217	0	0	0	6	37
25559438812	0	0	0	0	0
24750105015	0	0	0	0	0
10907088047	0	0	0	0	0
23013936283	0	0	0	0	0
25586318679	0	0	0	0	0
25042832538	0	0	0	0	4
24603378755	0	0	0	7	19
23406373347	0	0	0	0	0
24743798210	0	0	0	16	217
22148188606	0	0	0	0	0
24891203466	0	0	0	0	0
25258011143	0	0	0	2	33
23794454406	0	0	0	0	0
12256366192	0	0	0	15	58
25201577096	0	0	0	2	78
22920561202	0	0	0	0	0
22746107381	0	0	0	3	50
25143957962	0	0	0	0	0
25073508342	0	0	0	0	0
24610252766	0	0	0	0	0
21182139937	0	0	0	0	0
23712499049	0	0	0	3	32
22323373249	0	0	0	0	0
25130230422	0	0	0	0	0
25535267062	0	0	0	0	0
23592046371	0	0	0	0	0
25418469324	0	0	0	11	34
24498047462	0	0	0	0	0
24721589962	0	0	0	0	0
25558148600	0	0	0	0	0
24430008792	0	0	0	0	5
24426229185	0	0	0	0	0
25145780377	0	0	0	0	3
25590059382	0	0	0	10	121
25612637461	0	0	0	2	24
25494500060	0	0	0	0	0
25576469745	0	0	0	0	1
25410197717	0	0	0	0	0
24997308350	0	0	0	0	0
25555959715	0	0	0	0	0
24871150280	0	0	0	5	144
10852877494	0	0	0	0	0
24506257395	0	0	0	0	0
24381959876	0	0	0	0	0
22517189798	0	0	0	0	37
25204707543	0	0	0	0	3
25436781611	0	0	0	0	0
25076889257	0	0	0	0	0
24090411626	0	0	0	0	0
185620083	0	0	0	0	2
23589087158	0	0	0	0	14
24339910534	0	0	0	0	0
25554687188	0	0	0	0	0
24477028112	0	0	0	0	0
24022492454	0	0	0	12	311
25165988672	0	0	0	0	0
24977017600	0	0	0	5	10
25601137810	0	0	0	8	55
23128965450	0	0	0	0	0
11109527632	0	0	0	0	0
25576097288	0	0	0	0	0
13270088150	0	0	0	0	0
25282540821	0	0	0	0	0
25395690481	0	0	0	0	0
24360267961	0	0	0	0	0
11183517621	0	0	0	0	1
23520319737	0	0	0	0	0
25147401765	0	0	0	5	24
25556177083	0	0	0	0	3
24075551721	0	0	0	0	0
10197557689	0	0	0	0	0
25506699102	0	0	0	0	2
25423669501	0	0	0	0	0
24299244650	0	0	0	0	0
24617353026	0	0	0	0	0
22271028799	0	0	0	0	0
23442347142	0	0	0	0	0
21847614357	0	0	0	0	0
16265777712	0	0	0	0	0
25570839857	0	0	0	0	0
11171287482	0	0	0	3	27
24610837578	0	0	0	0	0
25002137716	0	0	0	0	0
23580406661	0	0	0	0	0
22987647473	0	0	0	14	22
24812638083	0	0	0	0	0
15946637983	0	0	0	0	0
25079157479	0	0	0	0	0
25475340946	0	0	0	0	3
18586858217	0	0	0	0	3
24896622883	0	0	0	7	103
21780080496	0	0	0	0	0
23655416004	0	0	0	0	0
22233857961	0	0	0	0	0
896569986	0	0	0	0	0
21734466734	0	0	0	0	0
25552208727	0	0	0	1	13
25496109058	0	0	0	2	11
25361365379	0	0	0	6	89
11836733131	0	0	0	1	9
25377152623	0	0	0	0	0
24386319739	0	0	0	0	0
24808701218	0	0	0	0	0
24348914297	0	0	0	0	0
25644707728	0	0	0	0	0
22194339456	0	0	0	0	0
25005287590	0	0	0	20	216
23024558370	0	0	0	137	12
25407517053	0	0	0	0	0
25147337150	0	0	0	0	6
25565679122	0	0	0	7	28
24915361533	0	0	0	0	0
17999727413	0	0	0	0	0
21092539322	0	0	0	0	0
23724938656	0	0	0	1	34
19006647432	0	0	0	5	25
10119667791	0	0	0	0	0
24296823766	0	0	0	0	0
23850918514	0	0	0	0	0
25623787836	0	0	0	0	0
25282977182	0	0	0	0	3
25005170138	0	0	0	0	0
21803128823	0	0	0	0	0
25608407196	0	0	0	0	0
24908218410	0	0	0	0	0
22903089596	0	0	0	0	0
25606867014	0	0	0	0	30
25237742442	0	0	0	0	0
22066547958	0	0	0	0	2
25534490655	0	0	0	7	8
25430681820	0	0	0	0	0
22563293934	0	0	0	0	0
23743073332	0	0	0	0	0
25644877664	0	0	0	0	0
24235042240	0	0	0	1	11
25093363861	0	0	0	0	0
25601469708	0	0	0	0	0
25137989007	0	0	0	0	0
22432604640	0	0	0	0	0
23735081943	0	0	0	0	0
22037919818	0	0	0	0	0
10403568004	0	0	0	0	0
25514970762	0	0	0	0	0
23343239185	0	0	0	0	0
25519337740	0	0	0	4	38
25520507468	0	0	0	0	0
24877307643	0	0	0	0	0
25604158559	0	0	0	2	49
25197497539	0	1	20	159	103
22193229605	0	0	0	0	0
25480322230	0	0	0	0	0
22795393460	0	0	0	0	0
23977245228	0	0	0	0	0
25568688612	0	0	0	0	0
25165062045	0	0	0	3	29
23666997145	0	0	0	0	0
23624559244	0	0	0	0	0
23686238087	0	0	0	0	0
25255108420	0	0	0	0	0
24741767419	0	0	0	0	0
25467499927	0	0	0	10	85
25482201545	0	0	0	4	13
25401868358	0	0	0	3	6
13217457743	0	0	0	0	0
24777391692	0	0	0	0	0
23636548323	0	0	0	0	2
23333276187	0	0	0	0	0
25510070189	0	0	0	1	221
23741939379	0	0	0	0	0
25611717325	0	0	0	1	217
25634767992	0	0	0	0	0
22467660580	0	0	0	0	2
25092307200	0	0	0	0	0
17013148014	0	0	0	0	0
22750277901	0	0	0	18	383
17951718205	0	0	0	1	13
23878320958	0	0	0	0	0
25223660631	0	0	0	0	8
22297137661	0	0	0	0	0
23796703450	0	0	0	0	0
25280049267	0	0	0	0	9
24687370482	0	0	0	0	0
21382835666	0	0	0	0	0
25611548396	0	0	0	0	0
24993618536	0	0	0	0	4
22446043452	0	0	0	0	0
22323699410	0	0	0	0	0
10011407020	0	0	0	13	32
25039569931	0	0	0	7	272
25459838110	0	0	0	0	0
3269287069	0	0	0	0	0
22242659684	0	0	0	0	0
22944420065	0	0	0	0	0
25586337747	0	0	0	0	0
25392921041	0	0	0	0	0
24285107593	0	0	0	0	0
22234037787	0	0	0	0	0
23145962008	0	0	0	0	0
25548067778	0	0	0	0	0
25631827656	0	0	0	0	0
25451257474	0	0	0	0	0
25363371732	0	0	0	0	0
24990560918	0	0	0	0	0
25137631582	0	0	0	0	0
24976967154	0	0	0	0	0
24536427084	0	0	0	0	0
25132177597	0	0	0	0	0
25556967337	0	0	0	5	71
24060508483	0	0	0	0	0
25163352223	0	0	0	0	0
25366679546	0	0	0	0	0
25539948921	0	0	0	0	0
25363104398	0	0	0	0	0
13529177485	0	0	0	16	20
22103335988	0	0	0	0	0
25547447761	0	0	0	0	0
24321840767	0	0	0	0	0
23464579012	0	0	0	0	1
25534147252	0	0	0	0	0
25418148054	0	0	0	0	0
25576389294	0	0	0	4	16
23900170089	0	0	0	0	0
25204767521	0	0	0	0	0
24938958238	0	1	1	5	19
24891209178	0	0	0	0	0
25595927769	0	0	0	0	0
25391599328	0	0	0	41	207
25417778071	0	0	0	0	0
24447628379	0	0	0	0	0
22061654300	0	0	0	0	0
25070177321	0	0	0	0	0
25561428135	0	0	0	0	0
23473398097	0	0	0	6	35
24609219926	0	0	0	1	1
25646637594	0	0	0	0	5
25070052736	0	0	0	0	0
23472087004	0	0	0	0	0
25103489078	0	0	0	0	0
25435208182	0	0	0	0	0
20170437125	0	0	0	0	0
23818909021	0	0	0	3	29
22884308062	0	0	0	0	0
17554638795	0	0	0	0	0
23142453705	0	0	0	0	1
24439968817	0	0	0	0	0
22568533963	0	0	0	0	0
25555719301	0	0	0	1	5
25332214612	0	0	0	0	0
25322217824	0	0	0	0	0
25435118542	0	0	0	0	0
24239774892	0	0	0	13	48
25394868541	0	0	0	0	0
25524267031	0	0	0	0	0
25242246770	0	0	0	0	0
22118359459	0	0	0	14	62
25576748559	0	0	0	0	97
24771255078	0	0	0	0	0
12433056319	0	0	0	0	4
25531389658	0	0	0	2	1
21909993218	0	0	0	0	0
24578277757	0	0	0	0	0
24936217277	0	0	0	7	62
23605391405	0	0	0	0	0
21846018264	0	0	0	0	0
22087785855	0	0	0	0	0
12127775277	0	0	0	0	3
25537647124	0	0	0	0	0
25585859296	0	0	0	14	75
23764878833	0	0	0	0	0
25324278301	0	0	0	3	54
25252846835	0	0	0	0	0
25556008555	0	1	1	5	3
25388079852	0	0	0	2	22
23474117289	0	0	0	6	63
910615345	0	0	0	0	0
25305809314	0	0	0	0	17
21708877395	0	0	0	0	0
24900170590	0	0	0	7	100
23687672917	0	0	0	0	0
25608979833	0	0	0	0	0
25227832467	0	0	0	0	16
25595368379	0	0	0	1	15
25310387086	0	1	2	109	421
10200437026	0	0	0	0	0
23642108120	0	0	0	0	0
22104101336	0	0	0	19	109
24560577574	0	0	0	6	107
25412030009	0	0	0	1	14
25533068771	0	0	0	0	0
24522158443	0	0	0	0	1
24016949769	0	0	0	0	0
25421629611	0	0	0	8	166
25495413181	0	0	0	0	0
25633049030	0	0	0	0	0
22800739966	0	0	0	0	0
25618639850	0	0	0	0	0
25593918705	0	0	0	0	0
25587577192	0	0	0	0	0
24757734143	0	0	0	0	0
25626518566	0	0	0	6	56
25605778570	0	0	0	0	0
24087309705	0	0	0	0	0
25558027069	0	0	0	0	0
25377353303	0	0	0	0	0
24994199743	0	0	0	3	7
24736958679	0	0	0	0	0
25612488069	0	0	0	0	0
22786097116	0	0	0	0	0
23819271473	0	0	0	2	1
25532099086	0	0	0	0	0
25548008209	0	1	7	48	11
23219432639	0	0	0	0	0
25571707411	0	0	0	0	0
23713307605	0	0	0	0	0
21861481439	0	0	0	0	0
25240347993	0	0	0	2	2
23914589174	0	0	0	0	0
25522574991	0	0	0	0	0
25557308587	0	0	0	1	9
24143187774	0	0	0	0	0
25505312768	0	0	0	0	0
24872117114	0	0	0	13	22
23940350164	0	0	0	6	64
23633483719	0	0	0	0	0
25618417899	0	0	0	0	7
25604349414	0	0	0	0	9
24403367002	0	0	0	0	0
25547967755	0	0	0	0	0
25253797148	0	0	0	1	2
25068238241	0	0	0	0	0
24357327411	0	0	0	0	0
24319387614	0	0	0	1	56
25364933331	0	0	0	0	0
25059162093	0	0	0	1	7
24873531238	0	0	0	4	28
22165717011	0	0	0	0	0
22228167394	0	0	0	0	0
25345938384	0	0	0	0	3
23977757272	0	0	0	0	0
25587678940	0	0	0	0	0
21360638639	0	0	0	0	0
21970994566	0	0	0	0	0
23624625761	0	0	0	0	0
21984435205	0	0	0	0	0
25100967803	0	0	0	0	0
23600825652	0	0	0	0	0
21701485573	0	0	0	0	3
10434477259	0	1	4	475	178
12011799660	0	0	0	0	0
18665487632	0	0	0	0	0
24134026175	0	0	0	6	81
22207457618	0	0	0	0	0
24677429152	0	0	0	0	0
23580188222	0	0	0	0	0
25183607741	0	0	0	0	0
25611747172	0	0	0	0	64
25418169750	0	0	0	0	1
25611489573	0	0	0	0	0
22434882071	0	0	0	0	0
24637009926	0	0	0	1	13
25444739209	0	0	0	0	0
25495486656	0	0	0	0	62
25509402523	0	0	0	0	63
25511713891	0	0	0	0	12
25354413172	0	0	0	0	2
25629197449	0	0	0	2	65
9122007426	0	0	0	0	0
24011667005	0	0	0	0	0
24805658658	0	0	0	0	0
24805477207	0	0	0	6	312
25609928879	0	0	0	0	0
23722629786	0	0	0	0	0
25565342340	0	0	0	0	3
897093341	0	0	0	0	0
25504278447	0	0	0	0	0
22096292773	0	0	0	0	0
23493307518	0	0	0	3	88
23047670362	0	0	0	0	0
17039807604	0	0	0	0	0
16236537670	0	0	0	1	16
25153101756	0	0	0	0	0
23734307200	0	0	0	0	0
25574818234	0	0	0	1	47
25449239089	0	0	0	0	0
23629460282	0	0	0	17	78
25343067201	0	0	0	0	1
25612767038	0	1	22	601	35
23927177988	0	0	0	0	0
23704532311	0	0	0	0	0
25600167893	0	0	0	0	0
23521552110	0	0	0	0	0
24601463893	0	0	0	0	0
25244909279	0	0	0	7	79
23540775203	0	0	0	0	0
22936377838	0	0	0	0	0
25426239489	0	0	0	0	0
25394128344	0	0	0	0	0
25260482410	0	0	0	0	0
25563837257	0	0	0	0	0
25421737953	0	0	0	0	0
24466501231	0	0	0	0	0
24803820324	0	1	4	45	61
24803368864	0	0	0	0	6
22490001177	0	0	0	0	0
11882574235	0	0	0	0	0
6928440533	0	0	0	0	0
22079410205	0	0	0	0	28
24156583202	0	0	0	0	0
25607958010	0	0	0	0	0
22680544815	0	0	0	0	0
22729384437	0	0	0	0	0
25336077878	0	0	0	0	0
24850142545	0	0	0	0	0
25130669674	0	0	0	12	326
25654547582	0	0	0	9	148
25180817802	0	0	0	3	45
22257208299	0	0	0	0	0
25088927918	0	1	1	35	174
22462337099	0	0	0	0	0
1503227150	0	0	0	0	0
24614917932	0	0	0	0	0
25549658090	0	0	0	0	0
21693185875	0	0	0	0	0
23228280144	0	0	0	3	17
23634931999	0	0	0	0	0
11067627471	0	0	0	0	0
22789575456	0	0	0	0	0
25346017309	0	0	0	0	0
25557289343	0	0	0	0	4
25499589866	0	0	0	0	1
25359853723	0	0	0	0	10
22191522067	0	0	0	2	38
25612777026	0	0	0	0	10
24275549721	0	0	0	0	7
25506287449	0	0	0	0	0
23968405111	0	0	0	0	0
22884176130	0	0	0	0	0
21920380573	0	0	0	0	0
22089487004	0	0	0	0	0
23445907203	0	0	0	0	0
23928388700	0	0	0	0	0
25516839806	0	0	0	5	124
25599417564	0	0	0	0	0
25430691755	0	0	0	0	0
13401118579	0	0	0	0	0
22726091031	0	0	0	0	0
25101075425	0	0	0	10	111
25627327606	0	0	0	0	18
22461911664	0	0	0	0	0
22479578403	0	0	0	0	0
24388003474	0	0	0	0	0
22082589629	0	0	0	10	30
25574797252	0	0	0	4	6
24371124360	0	0	0	0	0
22127915281	0	0	0	0	0
25436240670	0	0	0	0	18
25545567036	0	0	0	0	0
23748945376	0	0	0	0	0
25286839211	0	0	0	0	0
23997495596	0	0	0	0	0
25423843124	0	0	0	0	2
22506618139	0	0	0	1	7
11215211852	0	0	0	0	0
25059789180	0	0	0	0	0
1000402770	0	0	0	0	0
25484450335	0	0	0	0	0
25630267426	0	0	0	0	0
25396998271	0	0	0	0	0
23030881789	0	0	0	1	26
25638987859	0	0	0	0	0
25560987037	0	0	0	0	0
23930723822	0	0	0	0	0
3554759499	0	0	0	0	0
24909899453	0	0	0	0	0
18035467392	0	0	0	0	0
23957312922	0	0	0	4	16
23609482748	0	0	0	0	0
25450398349	0	0	0	0	0
24092291611	0	0	0	0	0
25544239204	0	0	0	29	82
25197991179	0	0	0	0	0
12124035699	0	0	0	3	58
24770268908	0	1	2	133	239
23952989325	0	0	0	5	28
23152006105	0	0	0	0	0
25559417789	0	0	0	0	0
